"sl_id","sl_store","sl_address","sl_address2","sl_city","sl_state","sl_zip","sl_latitude","sl_longitude","sl_tags","sl_description","sl_url","sl_hours","sl_phone","sl_image","sl_private","sl_neat_title","sl_country","sl_email","sl_fax","sl_linked_postid","sl_pages_url","sl_pages_on","sl_option_value","sl_lastupdated"
"1462","All Temperatures Controlled","9720 Topanga Canyon Place",,"Chatsworth","CA","91311","34.246521","-118.604325","heater repair","Where Experts Fix Your Problems","http://alltem.myhvacshop.com/services/","8-5 monday - saturday","(818) 882-1478","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-7.png",,,,,,"12095","http://www.thehvac.net/member/all-temperatures-controlled/",,,"0000-00-00 00:00:00"
"1463","All Temp. Service A/C Inc","773 Ames Avenue",,"Milpitas","CA","95035","37.419882","-121.8896701","heater repair","When You Need an Expert","http://alltemp.myhvacshop.com/services/","8-5 monday - saturday","(408) 926-2718","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-8.png",,,,,,"12094","http://www.thehvac.net/member/all-temp-service-ac-inc/",,,"0000-00-00 00:00:00"
"1464","All Valley Refrig. Co,Inc","6430 Variel Ave Suite 203",,"Woodland Hills","CA","91367","34.187529","-118.592169","heater repair","SOS Service and Installation","http://allval.myhvacshop.com/services/","8-5 monday - saturday","(818) 888-1877","http://www.myhvacshop.com/wp-content/uploads/2012/12/FurnaceRepair1.png",,,,,,"12097","http://www.thehvac.net/member/all-valley-refrig-coinc/",,,"0000-00-00 00:00:00"
"1465","All Valley Appl. A/Cand Htg","12656 Meadow Lark Ave",,"Granada Hills","CA","91344","34.300413","-118.508274","heater repair","Specializing in Your Comfort Since 1968","http://allvalle.myhvacshop.com/services/","8-5 monday - saturday","(818) 717-8008","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-1.png",,,,,,"12096","http://www.thehvac.net/member/all-valley-appl-acand-htg/",,,"0000-00-00 00:00:00"
"1466","All Weather Adjustments","8210 Wynne Avenue",,"Reseda","CA","91335","34.219717","-118.529801","heater repair","Your 911 For Plumbing, Heating & A/C","http://allweatheradjus.myhvacshop.com/services/","8-5 monday - saturday","(818) 626-2345","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-2.png",,,,,,"12098","http://www.thehvac.net/member/all-weather-adjustments/",,,"0000-00-00 00:00:00"
"1468","All Year Heating and Air","801 Plaza Avenue",,"Sacramento","CA","95815","38.6130039","-121.448064","heater repair","One Call Gets it All Expert Quality Service","http://allyearah.com/","8-5 monday - saturday","(916) 922-7796","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-1.png",,,,"sales@allyearah.com",,"12099","http://www.thehvac.net/member/all-year-heating-and-air/",,,"0000-00-00 00:00:00"
"1469","Feders Air Conditioning","5725 Lankershim Blvd.",,"North Hollywood","CA","91601","34.174629","-118.380883","heater repair","Remarkable Service. Remarkable Craftstmen","http://almansky.myhvacshop.com/services/","8-5 monday - saturday","(818) 985-6009","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-2.png",,,,,,"12517","http://www.thehvac.net/member/feders-air-conditioning/",,,"0000-00-00 00:00:00"
"1470","Alpha Air Conditioning and Heating","8238  Tampa Avenue",,"Reseda","CA","91335","34.2201766","-118.5535258","heater repair","Your 911 For Plumbing, Heating & A/C","http://alphaaircond.myhvacshop.com/services/","8-5 monday - saturday","(818) 341-1720","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-3.png",,,,,,"12111","http://www.thehvac.net/member/alpha-air-conditioning-and-heating/",,,"0000-00-00 00:00:00"
"1471","Alpine Green Property Services, Inc.","16350 Ventura Blvd Ste D-165",,"Encino","CA","91436","34.156774","-118.489318","heater repair","Most Respected Name in the Region","http://alpinegreen.myhvacshop.com/services/","8-5 monday - saturday","(800) 406-6815","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-4.png",,,,,,"12112","http://www.thehvac.net/member/alpine-green-property-services-inc/",,,"0000-00-00 00:00:00"
"1472","Alps AIr Conditioning and Heating, Inc","1571 South Sunkist Suite J",,"Anaheim","CA","92806","33.808986","-117.884821","heater repair","When You Need it Fast and You Need it Expert","http://alpsair.myhvacshop.com/services/","8-5 monday - saturday","(714) 633-8892","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-5.png",,,,,,"12113","http://www.thehvac.net/member/alps-air-conditioning-and-heating-inc/",,,"0000-00-00 00:00:00"
"1473","Alstate Plmb and Heat and A/C","1200 N. Jefferson Unit G",,"Anaheim","CA","92807","33.8625795","-117.8370035","heater repair","Our comfort depends on your comfort","http://alstate.myhvacshop.com/services/","8-5 monday - saturday","(714) 688-1228","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-6.png",,,,,,"12114","http://www.thehvac.net/member/alstate-plmb-and-heat-and-ac/",,,"0000-00-00 00:00:00"
"1474","Altamont Mechanical","95 West 11st Suite 205",,"Tracy","CA","95376","37.7304123","-121.4302074","heater repair","Don't Delay Call Today","http://altamont.myhvacshop.com/services/","8-5 monday - saturday","(209) 346-2422","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-7.png",,,,,,"12115","http://www.thehvac.net/member/altamont-mechanical/",,,"0000-00-00 00:00:00"
"1475","Altmann Construction","1857 Lookout Drive",,"Agoura Hills","CA","91301","34.103591","-118.757189","heater repair","Your Comfort is Our Specialty","http://altmanncon.myhvacshop.com/services/","8-5 monday - saturday","(818) 991-8955","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-8.png",,,,,,"12116","http://www.thehvac.net/member/altmann-construction/",,,"0000-00-00 00:00:00"
"1476","Alton Air Condtg and Htg.","45300 Industrial Dr #4",,"Fremont","CA","94538","37.4983701","-121.9513371","heater repair","Where Experts Fix Your Problems","http://altona.myhvacshop.com/services/","8-5 monday - saturday","(510) 490-5655","http://www.myhvacshop.com/wp-content/uploads/2012/12/FurnaceRepair1.png",,,,,,"12117","http://www.thehvac.net/member/alton-air-condtg-and-htg/",,,"0000-00-00 00:00:00"
"1479","Alvarado  A/C","14145 Friar Street #3",,"Van Nuys","CA","91401","34.1856901","-118.4416034","heater repair","When You Need an Expert","http://alvardo.myhvacshop.com/services/","8-5 monday - saturday","(818) 205-8806","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-1.png",,,,,,"12118","http://www.thehvac.net/member/alvarado-ac/",,,"0000-00-00 00:00:00"
"1480","American Air HeatingandA/C","321 N Sweet Ave",,"Fullerton","CA","92833","33.8734298","-117.9452098","heater repair","SOS Service and Installation","http://amair.myhvacshop.com/services/","8-5 monday - saturday","(714) 738-3082","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-1.png",,,,,,"12126","http://www.thehvac.net/member/american-air-heatingandac/",,,"0000-00-00 00:00:00"
"1481","American Air Works","3191 Reservoir Dr",,"Simi Valley","CA","93065","34.293393","-118.737815","heater repair","Specializing in Your Comfort Since 1968","http://amairwo.myhvacshop.com/services/","8-5 monday - saturday","(805) 584-8951","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-2.png",,,,,,"12128","http://www.thehvac.net/member/american-air-works/",,,"0000-00-00 00:00:00"
"1482","Amber Air ConditioningInc","29885 2nd st Unit A and B",,"Lake Elsinore","CA","92532","33.685978","-117.331281","heater repair","Your 911 For Plumbing, Heating & A/C","http://amber.myhvacshop.com/services/","8-5 monday - saturday","(909) 674-6974","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-3.png",,,,,,"12119","http://www.thehvac.net/member/amber-air-conditioninginc/",,,"0000-00-00 00:00:00"
"1483","Ambient Air Conditioning","40960 15th St West",,"Palmdale","CA","93551","34.62726","-118.155929","heater repair","One Call Gets it All Expert Quality Service","http://ambien.myhvacshop.com/services/","8-5 monday - saturday","(661) 274-8616","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-4.png",,,,,,"12120","http://www.thehvac.net/member/ambient-air-conditioning/",,,"0000-00-00 00:00:00"
"1485","AMC Air Conditioning","6237 Hancock Ave",,"San Jose","CA","95123","37.231888","-121.841919","heater repair","Remarkable Service. Remarkable Craftstmen","http://amcair.myhvacshop.com/services/","8-5 monday - saturday","(408) 937-8325","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-5.png",,,,,,"12121","http://www.thehvac.net/member/amc-air-conditioning/",,,"0000-00-00 00:00:00"
"1486","American Air Htgand A/C Inc","14671 Titus St",,"Panorama City","CA","91402","34.2197555","-118.4529879","heater repair","Your 911 For Plumbing, Heating & A/C","http://amer.myhvacshop.com/services/","8-5 monday - saturday","(818) 782-5679","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-6.png",,,,,,"12127","http://www.thehvac.net/member/american-air-htgand-ac-inc/",,,"0000-00-00 00:00:00"
"1487","American Air","31200 La Baya Dr #306",,"Westlake Village","CA","91362","34.155716","-118.802839","heater repair","Most Respected Name in the Region","http://amerair.myhvacshop.com/services/","8-5 monday - saturday","(818) 575-3229","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-7.png",,,,,,"12125","http://www.thehvac.net/member/american-air/",,,"0000-00-00 00:00:00"
"1488","American Best Appliance","10945 Hortense #115",,"North Hollywood","CA","91602","34.154971","-118.369819","heater repair","When You Need it Fast and You Need it Expert","http://amercia.myhvacshop.com/services/","8-5 monday - saturday","(818) 766-2077","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-8.png",,,,,,"12129","http://www.thehvac.net/member/american-best-appliance/",,,"0000-00-00 00:00:00"
"1490","American HVAC","10234 4th St",,"Rancho Cucamonga","CA","91730","34.078408","-117.580549","heater repair","Our comfort depends on your comfort","http://amerhvac.myhvacshop.com/services/","8-5 monday - saturday","(909) 888-8999","http://www.myhvacshop.com/wp-content/uploads/2012/12/FurnaceRepair1.png",,,,,,"12132","http://www.thehvac.net/member/american-hvac/",,,"0000-00-00 00:00:00"
"1493","American Home Heating and Air","26 Hinterland Way",,"Ladera Ranch","CA","92694","33.544858","-117.644629","heater repair","Don't Delay Call Today","http://americanhome.myhvacshop.com/services/","8-5 monday - saturday","(949) 949-0330","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-1.png",,,,,,"12131","http://www.thehvac.net/member/american-home-heating-and-air/",,,"0000-00-00 00:00:00"
"1494","American H.V.A.C.","17800 Soda springs Road",,"Los Gatos","CA","95033","37.176635","-121.951695","heater repair","Your Comfort is Our Specialty","http://americanhvac.myhvacshop.com/services/","8-5 monday - saturday","(408) 348-7268","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-2.png",,,,,,"12130","http://www.thehvac.net/member/american-h-v-a-c/",,,"0000-00-00 00:00:00"
"1495","American Liberty","1533 Baker Street #11",,"Costa Mesa","CA","92626","33.6800644","-117.920403","heater repair","Where Experts Fix Your Problems","http://americanliberty.myhvacshop.com/services/","8-5 monday - saturday","(949) 433-4039","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-1.png",,,,,,"12133","http://www.thehvac.net/member/american-liberty/",,,"0000-00-00 00:00:00"
"1498","American Metal Products","10885B Philadephia Ave",,"Mira Loma","CA","91752","34.0334316","-117.5218292","heater repair","When You Need an Expert","http://americanmeta.myhvacshop.com/services/","8-5 monday - saturday","(000) 000-0000","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-2.png",,,,,,"12134","http://www.thehvac.net/member/american-metal-products/",,,"0000-00-00 00:00:00"
"1499","Ameri-Cool","24152 Lyons Avenue #106",,"Newhall","CA","91321","34.3787269","-118.5572497","heater repair","SOS Service and Installation","http://americool.myhvacshop.com/services/","8-5 monday - saturday","(661) 414-7700","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-3.png",,,,,,"12123","http://www.thehvac.net/member/ameri-cool/",,,"0000-00-00 00:00:00"
"1500","American Modular Syst Inc","787 Spreckels Ave",,"Manteca","CA","95336","37.789803","-121.19931","heater repair","Specializing in Your Comfort Since 1968","http://amermod.myhvacshop.com/services/","8-5 monday - saturday","(209) 825-1921","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-4.png",,,,,,"12135","http://www.thehvac.net/member/american-modular-syst-inc/",,,"0000-00-00 00:00:00"
"1501","American Sheet Metal, Inc","1930 West Whitesbridge Avenue",,"Fresno","CA","93706","36.735791","-119.8329437","heater repair","Your 911 For Plumbing, Heating & A/C","http://amershtmtl.myhvacshop.com/services/","8-5 monday - saturday","(559) 486-5960","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-5.png",,,,,,"12136","http://www.thehvac.net/member/american-sheet-metal-inc/",,,"0000-00-00 00:00:00"
"1503","Amko Air Conditioning","1825 West San Carlos Street",,"San Jose","CA","95128","37.323833","-121.92575","heater repair","One Call Gets it All Expert Quality Service","http://amko.myhvacshop.com/services/","8-5 monday - saturday","(408) 977-1200","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-6.png",,,,,,"12137","http://www.thehvac.net/member/amko-air-conditioning/",,,"0000-00-00 00:00:00"
"1504","AMP Mechanical, Inc.","3554 Business Park Drive Suite E",,"Costa Mesa","CA","92626","33.6984712","-117.9238388","heater repair","Remarkable Service. Remarkable Craftstmen","http://ampmechanical.myhvacshop.com/services/","8-5 monday - saturday","(714) 241-1769","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-7.png",,,,,,"12138","http://www.thehvac.net/member/amp-mechanical-inc/",,,"0000-00-00 00:00:00"
"1505","Amron Mechanical","2074 Derrick Avenue",,"Manteca","CA","95337","37.7710841","-121.2013731","heater repair","Your 911 For Plumbing, Heating & A/C","http://amron.myhvacshop.com/services/","8-5 monday - saturday","(209) 740-0266","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-8.png",,,,,,"12139","http://www.thehvac.net/member/amron-mechanical/",,,"0000-00-00 00:00:00"
"1506","Advanced Mechanical Syst","3602 Munford Ave",,"Stockton","CA","95215","37.927923","-121.228054","heater repair","Most Respected Name in the Region","http://ams.myhvacshop.com/services/","8-5 monday - saturday","(209) 466-1632","http://www.myhvacshop.com/wp-content/uploads/2012/12/FurnaceRepair1.png",,,,,,"11493","http://www.thehvac.net/member/advanced-mechanical-syst/",,,"0000-00-00 00:00:00"
"1507","Anacapa Heating and Air","260 Lambert St #C",,"Oxnard","CA","93036","34.254211","-119.159754","heater repair","When You Need it Fast and You Need it Expert","http://anacap.myhvacshop.com/services/","8-5 monday - saturday","(805) 485-6333","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-1.png",,,,,,"12140","http://www.thehvac.net/member/anacapa-heating-and-air/",,,"0000-00-00 00:00:00"
"1508","Anderson Air Cond. and Htg","660 W Bonita Ave #17C",,"Claremont","CA","91711","34.095233","-117.7266","heater repair","Our comfort depends on your comfort","http://ander.myhvacshop.com/services/","8-5 monday - saturday","(714) 335-1921","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-2.png",,,,,,"12141","http://www.thehvac.net/member/anderson-air-cond-and-htg/",,,"0000-00-00 00:00:00"
"1509","Andersons Heating and A/C","1150 N. Marshall Avenue",,"El Cajon","CA","92020","32.8109756","-116.9762313","heater repair","Don't Delay Call Today","http://anders2.myhvacshop.com/services/","8-5 monday - saturday","(619) 449-7646","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-1.png",,,,,,"12142","http://www.thehvac.net/member/andersons-heating-and-ac/",,,"0000-00-00 00:00:00"
"1511","Anthony's Heating and Cond.","41615 Date St Unit 107",,"Murrieta","CA","92562","33.527976","-117.178228","heater repair","Your Comfort is Our Specialty","http://anothy.myhvacshop.com/services/","8-5 monday - saturday","(951) 677-5263","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-2.png",,,,,,"12143","http://www.thehvac.net/member/anthonys-heating-and-cond/",,,"0000-00-00 00:00:00"
"1512","Anytyme Plumbing ,Inc.","1410 S Santa Fe Ave Ste A",,"Oceanside","CA","92084","33.1847764","-117.2230213","heater repair","Where Experts Fix Your Problems","http://anytym.myhvacshop.com/services/","8-5 monday - saturday","(760) 941-5490","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-3.png",,,,,,"12144","http://www.thehvac.net/member/anytyme-plumbing-inc/",,,"0000-00-00 00:00:00"
"1513","Apex Air `","592 Yorok Court",,"San Jose","CA","95123","37.242581","-121.834046","heater repair","When You Need an Expert","http://apexair.myhvacshop.com/services/","8-5 monday - saturday","(408) 629-2739","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-4.png",,,,,,"12145","http://www.thehvac.net/member/apex-air/",,,"0000-00-00 00:00:00"
"1514","A and P Heating and Air","3249 Alabama St.",,"La Crescenta","CA","91214","34.235286","-118.250149","heater repair","SOS Service and Installation","http://apheat.myhvacshop.com/services/","8-5 monday - saturday","(866) 608-7821","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-5.png",,,,,,"11429","http://www.thehvac.net/member/a-and-p-heating-and-air/",,,"0000-00-00 00:00:00"
"1515","Air Professionals HVAC","4173 Huckleberry Dr",,"Concord","CA","94521","37.964228","-121.995839","heater repair","Specializing in Your Comfort Since 1968","http://aphvac.myhvacshop.com/services/","8-5 monday - saturday","(925) 768-3316","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-6.png",,,,,,"11904","http://www.thehvac.net/member/air-professionals-hvac/",,,"0000-00-00 00:00:00"
"1517","A-Plus Contractors","10111 Phelan Drive",,"Villa Park","CA","92861","33.815323","-117.815331","heater repair","Your 911 For Plumbing, Heating & A/C","http://apluscontractor.myhvacshop.com/services/","8-5 monday - saturday","(714) 709-7730","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-7.png",,,,,,"11436","http://www.thehvac.net/member/a-plus-contractors/",,,"0000-00-00 00:00:00"
"1518","A Plus Global System","372 Florin Road # 288",,"Sacramento","CA","95831","38.5076747","-121.5413204","heater repair","One Call Gets it All Expert Quality Service","http://aplusglobal.myhvacshop.com/services/","8-5 monday - saturday","(916) 684-1622","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-8.png",,,,,,"11432","http://www.thehvac.net/member/a-plus-global-system/",,,"0000-00-00 00:00:00"
"1519","Apollo-Aire Htg and A/C","164-1 TeamTrack Rd",,"Auburn","CA","95603","38.907207","-121.067877","heater repair","Remarkable Service. Remarkable Craftstmen","http://apollo.myhvacshop.com/services/","8-5 monday - saturday","(916) 923-5673","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-1.png",,,,,,"12146","http://www.thehvac.net/member/apollo-aire-htg-and-ac/",,,"0000-00-00 00:00:00"
"1520","Appliance Parts Co.","1062 The Alameda",,"San Jose","CA","95126","37.3313785","-121.9109215","heater repair","Your 911 For Plumbing, Heating & A/C","http://appliance.myhvacshop.com/services/","8-5 monday - saturday","(408) 294-9500","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-2.png",,,,,,"12148","http://www.thehvac.net/member/appliance-parts-co/",,,"0000-00-00 00:00:00"
"1521","A Quality Htg and Air Inc","570 Valdry Court Ste C-2",,"Brentwood","CA","94513","37.9224586","-121.6852075","heater repair","Most Respected Name in the Region","http://aqual.myhvacshop.com/services/","8-5 monday - saturday","(925) 240-8055","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-3.png",,,,,,"11433","http://www.thehvac.net/member/a-quality-htg-and-air-inc/",,,"0000-00-00 00:00:00"
"1522","Arnen Vartanian","355 North Admas Street #215",,"Glendale","CA","91206","34.1486444","-118.2419063","heater repair","When You Need it Fast and You Need it Expert","http://armenvart.myhvacshop.com/services/","8-5 monday - saturday","(818) 437-9291","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-4.png",,,,,,"12152","http://www.thehvac.net/member/arnen-vartanian/",,,"0000-00-00 00:00:00"
"1523","Arms Air Conditioning and Heating&#44; Inc","370 Airpark Road",,"Atwater","CA","95301","37.3365579","-120.603352","heater repair","Our comfort depends on your comfort","armsac.com","8-5 monday - saturday","(209) 357-8199","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-5.png",,,,"paul@armsac.com",,"12150","http://www.thehvac.net/member/arms-air-conditioning-and-heating-inc/",,,"0000-00-00 00:00:00"
"1524","Armsco","1529 Broadview Dr",,"Glendale","CA","91208","34.2063905","-118.2330404","heater repair","Don't Delay Call Today","http://armsco.myhvacshop.com/services/","8-5 monday - saturday","(818) 402-4208","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-6.png",,,,,,"12151","http://www.thehvac.net/member/armsco/",,,"0000-00-00 00:00:00"
"1525","AroundtheClock Htg,A/CRef","7216 Varna Ave",,"North Hollywood","CA","91605","34.2018015","-118.424587","heater repair","Your Comfort is Our Specialty","http://around.myhvacshop.com/services/","8-5 monday - saturday","(818) 506-4400","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-7.png",,,,,,"12153","http://www.thehvac.net/member/aroundtheclock-htgacref/",,,"0000-00-00 00:00:00"
"1528","Arpi Mechanical Inc.","9821 Independence Avenue
",,"Chatsworth","CA","91311","34.2486707","-118.5907559","heater repair","Where Experts Fix Your Problems","http://arpimeiliad.myhvacshop.com/services/","8-5 monday - saturday","(818) 700-2777","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-8.png",,,,,,"12154","http://www.thehvac.net/member/arpi-mechanical-inc/",,,"0000-00-00 00:00:00"
"1532","Arrow Heating and A/C Co.","5508 E Geoffrey Ave",,"Simi Valley","CA","93063","34.270303","-118.684754","heater repair","When You Need an Expert","http://arrowh.myhvacshop.com/services/","8-5 monday - saturday","(805) 584-0712","http://www.myhvacshop.com/wp-content/uploads/2012/12/FurnaceRepair1.png",,,,,,"12155","http://www.thehvac.net/member/arrow-heating-and-ac-co/",,,"0000-00-00 00:00:00"
"1533","Arrowhead Air Conditioning","550 West Mesa Street",,"Rialto","CA","92376","34.1210809","-117.382699","heater repair","SOS Service and Installation","http://arrowhead.myhvacshop.com/services/","8-5 monday - saturday","(714) 357-9049","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-1.png",,,,,,"12157","http://www.thehvac.net/member/arrowhead-air-conditioning/",,,"0000-00-00 00:00:00"
"1534","Arrow Mechanical","140 Juniper Dr",,"Auburn","CA","95602","38.947604","-121.045536","heater repair","Specializing in Your Comfort Since 1968","http://arrowme.myhvacshop.com/services/","8-5 monday - saturday","(530) 878-1981","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-2.png",,,,,,"12156","http://www.thehvac.net/member/arrow-mechanical/",,,"0000-00-00 00:00:00"
"1535","Arsen Air Conditioning","3674 Urquidez",,"Glendale","CA","91208","34.206365","-118.236112","heater repair","Your 911 For Plumbing, Heating & A/C","http://arsen.myhvacshop.com/services/","8-5 monday - saturday","(818) 249-0827","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-1.png",,,,,,"12158","http://www.thehvac.net/member/arsen-air-conditioning/",,,"0000-00-00 00:00:00"
"1537","Art Grossman and Sons","712 Reddick Street",,"Santa Barbara","CA","93103","34.423917","-119.686403","heater repair","One Call Gets it All Expert Quality Service","http://artgrossmann.myhvacshop.com/services/","8-5 monday - saturday","(805) 963-3428","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-2.png",,,,,,"12159","http://www.thehvac.net/member/art-grossman-and-sons/",,,"0000-00-00 00:00:00"
"1538","A S A P","229 Church St.",,"Modesto","CA","95357","37.642022","-120.902844","heater repair","Remarkable Service. Remarkable Craftstmen","http://asap.myhvacshop.com/services/","8-5 monday - saturday","(209) 522-4958","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-3.png",,,,"asapchris@att.net",,"11434","http://www.thehvac.net/member/a-s-a-p/",,,"0000-00-00 00:00:00"
"1539","A.S.A.P","44547 Chaparral Dr",,"Lancaster","CA","93536","34.6912125","-118.1986542","heater repair","Your 911 For Plumbing, Heating & A/C","http://asap2.myhvacshop.com/services/","8-5 monday - saturday","(661) 723-7440","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-4.png",,,,,,"11439","http://www.thehvac.net/member/a-s-a-p-2/",,,"0000-00-00 00:00:00"
"1540","ASAP Heating and A/C","44527 Chaparral Drive",,"Lancaster","CA","93536","34.692093","-118.199049","heater repair","Most Respected Name in the Region","http://asapheat.myhvacshop.com/services/","8-5 monday - saturday","(661) 723-7440","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-5.png",,,,,,"12160","http://www.thehvac.net/member/asap-heating-and-ac/",,,"0000-00-00 00:00:00"
"1541","ASAP Repairs","2125 Orange Grove Avenue",,"Alhambra","Ca","91803","34.068637","-118.156217","heater repair","When You Need it Fast and You Need it Expert","http://asaprepairs.myhvacshop.com/services/","8-5 monday - saturday","(323) 432-7279","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-6.png",,,,,,"12161","http://www.thehvac.net/member/asap-repairs/",,,"0000-00-00 00:00:00"
"1542","ASCO Service Inc.","575 Southside Dr Ste B or C",,"Gilroy","CA","95020","37.0057816","-121.5682751","heater repair","Our comfort depends on your comfort","http://ascose.myhvacshop.com/services/","8-5 monday - saturday","(408) 846-6499","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-7.png",,,,,,"12162","http://www.thehvac.net/member/asco-service-inc/",,,"0000-00-00 00:00:00"
"1543","Ashley's Plmb, Htg Inc.","740 Sutter St.",,"Yuba City","CA","95991","39.141047","-121.6106506","heater repair","Don't Delay Call Today","http://ashley.myhvacshop.com/services/","8-5 monday - saturday","(530) 673-9678","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-8.png",,,,,,"12163","http://www.thehvac.net/member/ashleys-plmb-htg-inc/",,,"0000-00-00 00:00:00"
"1544","Askar Air Conditioning","1056 South Idaho # 34",,"La Habra","CA","90631","33.918689","-117.957881","heater repair","Your Comfort is Our Specialty","http://askarair.myhvacshop.com/services/","8-5 monday - saturday","(714) 446-9103","http://www.myhvacshop.com/wp-content/uploads/2012/12/FurnaceRepair1.png",,,,,,"12164","http://www.thehvac.net/member/askar-air-conditioning/",,,"0000-00-00 00:00:00"
"1545","Associated Heating and Heating Air, Inc","1320-B N Hancock St",,"Anaheim","CA","92807","33.862868","-117.813584","heater repair","Where Experts Fix Your Problems","http://associ.myhvacshop.com/services/","8-5 monday - saturday","(714) 777-8833","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-1.png",,,,,,"12165","http://www.thehvac.net/member/associated-heating-and-heating-air-inc/",,,"0000-00-00 00:00:00"
"1546","Astro Construction, Inc.","15445 Ventura Blvd. Ste 364",,"Sherman Oaks","CA","91403","34.15482","-118.470155","heater repair","When You Need an Expert","http://astro.myhvacshop.com/services/","8-5 monday - saturday","(818) 995-7494","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-2.png",,,,,,"12167","http://www.thehvac.net/member/astro-construction-inc/",,,"0000-00-00 00:00:00"
"1547","Astro Air Design, Inc.","1085 East Avenue",,"Lincoln","CA","95648","38.899656","-121.283885","heater repair","SOS Service and Installation","http://astroa.myhvacshop.com/services/","8-5 monday - saturday","(916) 645-0882","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-1.png",,,,,,"12166","http://www.thehvac.net/member/astro-air-design-inc/",,,"0000-00-00 00:00:00"
"1548","A-Subcool Air Cond.","17149 Baltar Street",,"Van Nuys","CA","91406","34.216684","-118.507272","heater repair","Specializing in Your Comfort Since 1968","http://asubcool.myhvacshop.com/services/","8-5 monday - saturday","(818) 609-8776","http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-2.png",,,,,,"11437","http://www.thehvac.net/member/a-subcool-air-cond/",,,"0000-00-00 00:00:00"
