sl_id,sl_store,sl_address,sl_address2,sl_city,sl_state,sl_zip,sl_country,sl_tags,sl_description,sl_url,sl_hours,sl_phone,sl_email,sl_image,sl_fax,sl_latitude,sl_longitude,sl_private,sl_neat_title,category
1550,"ATC Service, Inc.",285 Sobrante Way Suite F,,Sunnyvale,CA,94086,,heater repair,One Call Gets it All Expert Quality Service,http://atcser.myhvacshop.com/services/,8-5 monday - saturday,(650) 968-1100,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-4.png,,37.3840097,-122.0342702,,,
1551,Atlantis Heating and Air,240 Puffin Court,,Foster City,CA,94404,,heater repair,Remarkable Service. Remarkable Craftstmen,http://atlantis.myhvacshop.com/services/,8-5 monday - saturday,(650) 454-4659,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-5.png,,37.5705079,-122.259795,,,
1552,Atlas Service Co,13929 La Jolla Plaza,,Garden Grove,CA,92844,,heater repair,"Your 911 For Plumbing, Heating & A/C",http://atlas.myhvacshop.com/services/,8-5 monday - saturday,(714) 534-7186,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-6.png,,33.761323,-117.958794,,,
1555,Austin's Heating and A/C,5166 Gordon Valley Rd,,Fairfield,CA,94534,,heater repair,Most Respected Name in the Region,http://austin.myhvacshop.com/services/,8-5 monday - saturday,(707) 422-2593,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-7.png,,38.299087,-122.105048,,,
1556,Austin Air Conditioning,35673 Manon Avenue,,Madera Ranchos,CA,93636,,heater repair,When You Need it Fast and You Need it Expert,http://austinair.myhvacshop.com/services/,8-5 monday - saturday,(559) 298-3795,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-8.png,,36.93579,-119.899954,,,
1557,Authority Heating and Air Condiioning,2979 Muttonbird Way,,Sacramento,CA,95834,,heater repair,Our comfort depends on your comfort,http://authorityheatingandair.com/,8-5 monday - saturday,(916) 474-9916,Authorityair@yahoo.com,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-1.png,,38.629181,-121.527527,,,
1558,Automatic Heating,15274 Seventh St,,Victorville,CA,92592,,heater repair,Don't Delay Call Today,http://automa.myhvacshop.com/services/,8-5 monday - saturday,(760) 245-3711,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-2.png,,34.529024,-117.300093,,,
1559,Autumn Air,1005 North Main Street,,Orange,CA,92867,,heater repair,Your Comfort is Our Specialty,http://autumnair.myhvacshop.com/services/,8-5 monday - saturday,(714) 744-4432,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-3.png,,33.804078,-117.8666557,,,
1560,A V Action Air Inc,3313 West Avenue N-8,,Palmdale,CA,93551,,heater repair,Where Experts Fix Your Problems,http://avacti.myhvacshop.com/services/,8-5 monday - saturday,(661) 267-0078,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-4.png,,34.624201,-118.187766,,,
1561,Avatar Property Services,10281 Trademark Street Suite A,,Rancho Cucamonga,CA,91730,,heater repair,When You Need an Expert,http://avatar.myhvacshop.com/services/,8-5 monday - saturday,(909) 948-7593,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-5.png,,34.079555,-117.580989,,,
1563,Avery Heating and Cooling,6047 Tampa Avenue Ste 205,,Tarzana,CA,91356,,heater repair,SOS Service and Installation,http://averyheating.myhvacshop.com/services/,8-5 monday - saturday,(818) 678-9888,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-6.png,,34.180829,-118.553816,,,
1564,Avis Plumbing Htg and Air,600 E Valley Blvd,,Colton,CA,92324,,heater repair,Specializing in Your Comfort Since 1968,http://avis.myhvacshop.com/services/,8-5 monday - saturday,(909) 825-3600,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-7.png,,34.0656666,-117.3166057,,,
1565,Awesome Heating and Air,748 Saturn Way,,Livermore,CA,94550,,heater repair,"Your 911 For Plumbing, Heating & A/C",http://awesome.myhvacshop.com/services/,8-5 monday - saturday,(925) 989-7414,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-8.png,,37.660481,-121.787515,,,
1566,"AZ Air Conditg and Heat,Inc",7640 Tobias Avenue,,Van Nuys,CA,91405,,heater repair,One Call Gets it All Expert Quality Service,http://az airc.myhvacshop.com/services/,8-5 monday - saturday,(800) 400-0227,,http://www.myhvacshop.com/wp-content/uploads/2012/12/FurnaceRepair1.png,,34.209194,-118.4519889,,,
1567,"BandP Services, Inc",771 Newton Way,,Costa Mesa,CA,92627,,heater repair,Remarkable Service. Remarkable Craftstmen,http://bandpservices.myhvacshop.com/services/,8-5 monday - saturday,(949) 833-1041,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-1.png,,33.6374912,-117.9303786,,,
1568,"BandW Furnance Service, Inc.",6015 State Street,,Huntington Park,CA,90255,,heater repair,"Your 911 For Plumbing, Heating & A/C",http://bandwfurnace.myhvacshop.com/services/,8-5 monday - saturday,(323) 582-7942,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-2.png,,33.9839958,-118.2126588,,,
1571,Bakers Heat and Air,32 N Houston Ln,,Lodi,CA,95240,,heater repair,Most Respected Name in the Region,http://baker2.myhvacshop.com/services/,8-5 monday - saturday,(209) 334-5338,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-1.png,,38.135254,-121.258238,,,
1572,Baker Heating and Air Cond,1795 Widmer Lane,,Manteca,CA,95336,,heater repair,When You Need it Fast and You Need it Expert,http://bakermanteca.myhvacshop.com/services/,8-5 monday - saturday,(209) 823-8555,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-2.png,,37.821443,-121.247579,,,
1575,Balanced Air,2048 West 161 Street,,Torrance,CA,90504,,heater repair,Our comfort depends on your comfort,http://balancedair.myhvacshop.com/services/,8-5 monday - saturday,(310) 532-1958,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-3.png,,33.884256,-118.314884,,,
1576,Ballway Air Conditioning,18417 Bryant St,,Northridge,CA,91325,,heater repair,Don't Delay Call Today,http://ballwa.myhvacshop.com/services/,8-5 monday - saturday,(818) 885-7155,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-4.png,,34.227594,-118.534551,,,
1577,B.A. Morrison,2544 Castro Valley Blvd.,,Castro Valley,CA,94546,,heater repair,Your Comfort is Our Specialty,http://bamorrison.myhvacshop.com/services/,8-5 monday - saturday,(510) 538-9817,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-5.png,,37.6935077,-122.0884676,,,
1578,BandB Heating and A/C Inc,10319 Almanor Circle,,Stockton,CA,95219,,heater repair,Where Experts Fix Your Problems,http://bandbhtg.myhvacshop.com/services/,8-5 monday - saturday,(209) 474-8100,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-6.png,,38.0513959,-121.38529,,,
1580,Banks Heating and Air Conditioning,10801 Merritt Drive,,Stockton,CA,95219,,heater repair,When You Need an Expert,http://banksheating.myhvacshop.com/services/,8-5 monday - saturday,(209) 933-9802,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-7.png,,38.055248,-121.388243,,,
1583,Barr Engineering Inc.,12612 Clark Street,,Santa Fe Springs,CA,90670,,heater repair,SOS Service and Installation,http://barren.myhvacshop.com/services/,8-5 monday - saturday,(562) 944-1722,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-8.png,,33.9389733,-118.0634745,,,
1585,Bartel Heating and Air,21582 Main Street,,Grand Terrance,CA,92313,,heater repair,Specializing in Your Comfort Since 1968,http://bartelheating.myhvacshop.com/services/,8-5 monday - saturday,(909) 825-8760,,http://www.myhvacshop.com/wp-content/uploads/2012/12/FurnaceRepair1.png,,34.0196479,-117.336157,,,
1586,Bartlett Heating and Air Conditioning,7196 Alder Spring Way,,San Jose,CA,95139,,heater repair,"Your 911 For Plumbing, Heating & A/C",http://bartlettheating.myhvacshop.com/services/,8-5 monday - saturday,(408) 623-4949,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-1.png,,37.224612,-121.772305,,,
1587,Bay Air Mechanical SvcInc,6901 Devon Way,,San Jose,CA,95129,,heater repair,One Call Gets it All Expert Quality Service,http://bayair.myhvacshop.com/services/,8-5 monday - saturday,(408) 374-9222,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-2.png,,37.296371,-122.025813,,,
1588,Bay Area Heating and Cooling Services,1174 Lincoln Avenue Suite 10,,San Jose,CA,95148,,heater repair,Remarkable Service. Remarkable Craftstmen,http://bayarea.myhvacshop.com/services/,8-5 monday - saturday,(408) 512-6204,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-1.png,,37.307435,-121.899826,,,
1589,Bay HVAC,1427 De Falco Way,,San Jose,CA,95131,,heater repair,"Your 911 For Plumbing, Heating & A/C",http://bayhvac.myhvacshop.com/services/,8-5 monday - saturday,(408) 204-0660,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-2.png,,37.37701,-121.8859,,,
1591,Bay Mountain Air,125 Dillon Ave. #B,,Campbell,CA,95008,,heater repair,Most Respected Name in the Region,http://baymoubeing.myhvacshop.com/services/,8-5 monday - saturday,(408) 378-6375,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-3.png,,37.2855335,-121.9418401,,,
1592,Bayside Mechanical Inc.,333 North Amphlett Blvd,,San Mateo,CA,94401,,heater repair,When You Need it Fast and You Need it Expert,http://bayside.myhvacshop.com/services/,8-5 monday - saturday,(650) 578-9080,mazen@baysideinc.com,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-4.png,,37.577839,-122.322503,,,
1593,Bayside Refrigeration,3121 Bay Road,,Redwood City,CA,94063,,heater repair,Our comfort depends on your comfort,http://baysiderefrige.myhvacshop.com/services/,8-5 monday - saturday,(650) 366-0796,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-5.png,,37.482404,-122.199981,,,
1594,Bay-Solano Heating and Air,458 Rinconada Ct,,Benicia,CA,94510,,heater repair,Don't Delay Call Today,http://baysol.myhvacshop.com/services/,8-5 monday - saturday,(707) 747-5490,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-6.png,,38.054756,-122.144404,,,
1595,Bay Valley Sheet Metal,8762 S Berkley Way,,Stockton,CA,95215,,heater repair,Your Comfort is Our Specialty,http://bayval.myhvacshop.com/services/,8-5 monday - saturday,(209) 836-3810,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-7.png,,37.887309,-121.079201,,,
1596,B and B Heating,6955 Glenview Drive,,Gilroy,CA,95020,,heater repair,Where Experts Fix Your Problems,http://bbheat.myhvacshop.com/services/,8-5 monday - saturday,(408) 842-5408,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-8.png,,36.997361,-121.572495,,,
1597,B B Stern Company Inc,839 Cherry Lane,,San Carlos,CA,94070,,heater repair,When You Need an Expert,http://bbster.myhvacshop.com/services/,8-5 monday - saturday,(650) 654-4080,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-1.png,,37.5101139,-122.2534812,,,
1598,BCS Mech/Barstow Cooler,2180 E Main St,,Barstow,CA,92311,,heater repair,SOS Service and Installation,http://bcsmec.myhvacshop.com/services/,8-5 monday - saturday,(760) 252-2600,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-2.png,,34.883823,-116.986727,,,
1599,B.D. Appliance Repair,15408 Rhododendron Dr.,,Canyon Country,CA,91387,,heater repair,Specializing in Your Comfort Since 1968,http://bdappliance.myhvacshop.com/services/,8-5 monday - saturday,(818) 427-1535,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-3.png,,34.438064,-118.404871,,,
1601,BDM AIR,861 Thousand Oaks Blvd #4,,Thousand Oaks,CA,91360,,heater repair,"Your 911 For Plumbing, Heating & A/C",http://bdmair1.myhvacshop.com/services/,8-5 monday - saturday,(805) 529-1823,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-4.png,,34.1789079,-118.8766133,,,
1604,Beasley Mech. Services,41 Tareton Ct,,San Ramon,CA,94583,,heater repair,One Call Gets it All Expert Quality Service,http://beasle.myhvacshop.com/services/,8-5 monday - saturday,(925) 785-2713,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-5.png,,37.7799273,-121.9780153,,,
1605,Bebow's Heating and Air,2414 Tanager St 2,,Grand Terrace,CA,92313,,heater repair,Remarkable Service. Remarkable Craftstmen,http://bebows.myhvacshop.com/services/,8-5 monday - saturday,(909) 783-2077,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-6.png,,34.0214101,-117.3169192,,,
1606,Bel-Aire,7466 East Pine Avenue,,Fresno,CA,93727,,heater repair,"Your 911 For Plumbing, Heating & A/C",http://belairepalo.myhvacshop.com/services/,8-5 monday - saturday,(559) 252-7887,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-7.png,,36.7618355,-119.7095593,,,
1608,Bell Brothers Heating and Air Conditioning,9195 Survey Road,,Elk Grove,CA,95624,,heater repair,Most Respected Name in the Region,http://www.bellbroshvac.com/,8-5 monday - saturday,(916) 685-4616,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-8.png,,38.376072,-121.3578648,,,
1610,Benchmark Air Conditioning Inc,2216 N. Street,,Bakersfield,CA,93301,,heater repair,When You Need it Fast and You Need it Expert,http://benchmarkair.myhvacshop.com/services/,8-5 monday - saturday,(661) 325-9023,,http://www.myhvacshop.com/wp-content/uploads/2012/12/FurnaceRepair1.png,,35.379788,-119.01373,,,
1617,Benedict and Benedict,Benedict and Benedict,,Arcadia,CA,91006,,heater repair,Our comfort depends on your comfort,http://benedict.myhvacshop.com/services/,8-5 monday - saturday,(626) 798-0804,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-1.png,,34.1397292,-118.0353449,,,
1618,"Benick, Inc.",8537 Kelvin Avenue,,Winnetka,CA,91306,,heater repair,Don't Delay Call Today,http://benick.myhvacshop.com/services/,8-5 monday - saturday,(818) 882-9671,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-2.png,,34.2256383,-118.5863541,,,
1619,Berck's Family Pbg Htg,38415 Innovation Ct Ste E,,Murrieta,CA,92563,,heater repair,Your Comfort is Our Specialty,http://bercks.myhvacshop.com/services/,8-5 monday - saturday,(877) 423-7257,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-1.png,,33.5599649,-117.1337337,,,
1621,Best Air Mechanical &#44; Inc,412 E Street,,Galt,CA,95632,,heater repair,Where Experts Fix Your Problems,http://bestairgalt.com/,8-430 monday- friday 24hr emg.,(209) 744-2402,info@bestairgalt.com,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-2.png,,38.250037,-121.304452,,,
1622,Best Buy Htg and Air Cond,10234  4th Street,,Rancho Cucamonga,CA,91730,,heater repair,When You Need an Expert,http://besbuy.myhvacshop.com/services/,8-5 monday - saturday,(909) 888-8999,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-3.png,,34.078408,-117.580549,,,
1623,Best Air Cond and Heating,959-A N. Elm Street,,Orange,CA,92867,,heater repair,SOS Service and Installation,http://bestair.myhvacshop.com/services/,8-5 monday - saturday,(714) 771-2330,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-4.png,,33.8032056,-117.8693368,,,
1624,Best Call Mechanical,3633 Truman Court,,Bakersfield,CA,93309,,heater repair,Specializing in Your Comfort Since 1968,http://bestcall.myhvacshop.com/services/,8-5 monday - saturday,(818) 785-5377,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-5.png,,35.327194,-119.044363,,,
1625,Best Choice Heating and A/C,1233 A Street,,Livingston,Ca,942614,,heater repair,"Your 911 For Plumbing, Heating & A/C",http://bestchoice.myhvacshop.com/services/,8-5 monday - saturday,(209) 676-7670,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-6.png,,37.387167,-120.724716,,,
1626,"Best Quality Heating and Air, Inc",1308 East Collins Avenue,,Orange,CA,92867,,heater repair,One Call Gets it All Expert Quality Service,http://bestquality.myhvacshop.com/services/,8-5 monday - saturday,(714) 757-0167,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-7.png,,33.802071,-117.8398,,,
1628,Bevillies Air Conditioing,23850 Rowe Drive,,Moreno Valley,CA,92557,,heater repair,Remarkable Service. Remarkable Craftstmen,http://bevillies.myhvacshop.com/services/,8-5 monday - saturday,(951) 924-7465,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-8.png,,33.950923,-117.246797,,,
1629,Big C's Heating and Air,2425 Kriska Drive,,Modesto,CA,95355,,heater repair,"Your 911 For Plumbing, Heating & A/C",http://bigcheating.myhvacshop.com/services/,8-5 monday - saturday,(209) 552-5700,,http://www.myhvacshop.com/wp-content/uploads/2012/12/FurnaceRepair1.png,,37.6704504,-120.9302603,,,
1630,BP Air,780 Yuba Dr,,Mountain View,CA,94041,,heater repair,Most Respected Name in the Region,http://billpe.myhvacshop.com/services/,8-5 monday - saturday,(650) 967-0248,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-1.png,,37.3814768,-122.0701187,,,
1631,"Bird Refrigeration Co, Inc.",109 East 4th Street,,San Bernardino,CA,92410,,heater repair,When You Need it Fast and You Need it Expert,http://birdrefrig.myhvacshop.com/services/,8-5 monday - saturday,(909) 889-0618,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-1.png,,34.1061509,-117.284751,,,
1632,B J Heating and A/C Inc.,1240 Wilson Way,,Woodland,CA,95776,,heater repair,Our comfort depends on your comfort,http://bjheat.myhvacshop.com/services/,8-5 monday - saturday,(530) 662-8601,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-2.png,,38.682326,-121.762086,,,
1634,B.L. Norton H.V.A.C.,529 North Adams,,Dixon,CA,95620,,heater repair,Don't Delay Call Today,http://blnorton.myhvacshop.com/services/,8-5 monday - saturday,(530) 758-8594,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-3.png,,38.45026,-121.826498,,,
1635,Blue Plumbing Company Inc,6312 Variel Ave #214,,Woodland Hills,CA,91367,,heater repair,Your Comfort is Our Specialty,http://blplco.myhvacshop.com/services/,8-5 monday - saturday,(818) 227-0710,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-4.png,,34.1858427,-118.5927862,,,
1637,Bob Jones A/C Rpr.andInstal,3325 Wild Palms Dr,,Modesto,CA,95355,,heater repair,Where Experts Fix Your Problems,http://bobjon.myhvacshop.com/services/,8-5 monday - saturday,(209) 606-4593,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-5.png,,37.666545,-120.933052,,,
1639,Bodnar Heating and Air Cond,215 Inner Circle,,Redwood City,CA,94062,,heater repair,When You Need an Expert,http://bodnar.myhvacshop.com/services/,8-5 monday - saturday,(650) 368-4408,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-6.png,,37.475623,-122.246327,,,
1640,Bogner Sheet Metal,142 Benito Ave,,Santa Cruz,CA,95062,,heater repair,SOS Service and Installation,http://bogner.myhvacshop.com/services/,8-5 monday - saturday,(831) 423-4322,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-7.png,,36.9804148,-122.0126083,,,
1641,Bohn Heating and Sheet Metl,221 Grand Avenue,,Pacific Grove,CA,93950,,heater repair,Specializing in Your Comfort Since 1968,http://bohn.myhvacshop.com/services/,8-5 monday - saturday,(831) 372-4474,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-8.png,,36.6201859,-121.917321,,,
1642,Bonanza A/C Heating and Ref,7653 Burnet Ave,,Van Nuys,CA,91405,,heater repair,"Your 911 For Plumbing, Heating & A/C",http://bonair.myhvacshop.com/services/,8-5 monday - saturday,(818) 780-4918,,http://www.myhvacshop.com/wp-content/uploads/2012/12/FurnaceRepair1.png,,34.21,-118.463521,,,
1643,Bonanza Heating and Air,1098 Independence Ave Ste A,,Mountain View,CA,94043,,heater repair,One Call Gets it All Expert Quality Service,http://bonanz.myhvacshop.com/services/,8-5 monday - saturday,(650) 948-4727,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-1.png,,37.420247,-122.097146,,,
1644,Bonney Plumbing and Rooter Service,3906 Kristi Court,,Sacramento,CA,95827,,heater repair,Remarkable Service. Remarkable Craftstmen,http://bonney.myhvacshop.com/services/,8-5 monday - saturday,(916) 444-0551,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-2.png,,38.553274,-121.326274,,,
1645,Boudreau Plumbing and Heati,868 Warrington Ave,,Redwood City,CA,94063,,heater repair,"Your 911 For Plumbing, Heating & A/C",http://boudre.myhvacshop.com/services/,8-5 monday - saturday,(650) 366-5393,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-1.png,,37.482782,-122.204819,,,
1647,Boyd Air Systems,2528 Lynwood Street,,Simi Valley,CA,93065,,heater repair,Most Respected Name in the Region,http://boydair.myhvacshop.com/services/,8-5 monday - saturday,(805) 791-1331,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-2.png,,34.284028,-118.748179,,,
1648,"Bracco, Inc.",20942 Osborne St. #B,,Canoga Park,CA,91304,,heater repair,When You Need it Fast and You Need it Expert,http://bracco.myhvacshop.com/services/,8-5 monday - saturday,(818) 700-9868,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-3.png,,34.232394,-118.590133,,,
1649,Bradley Mechanical,10625 Lawson River,,Fountain Valley,CA,92708,,heater repair,Our comfort depends on your comfort,http://bradley.myhvacshop.com/services/,8-5 monday - saturday,(714) 964-4600,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-4.png,,33.6967378,-117.9434957,,,
1650,Brad's Heating and Air Conditioning,6043 35th Avenue,,Sacramento,CA,95824,,heater repair,Don't Delay Call Today,http://bradsheating.myhvacshop.com/services/,8-5 monday - saturday,(916) 308-2349,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-5.png,,38.523096,-121.434957,,,
1651,"Brea/Orange County PLBG, Htg AC, Inc.",420 West Lambert Road Unit A,,Brea,CA,92821,,heater repair,Your Comfort is Our Specialty,http://breaorange.myhvacshop.com/services/,8-5 monday - saturday,(714) 529-1034,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-6.png,,33.9246853,-117.9011979,,,
1652,Breedlove Heat and Air,846 William Moss Blvd,,Stockton,CA,95206,,heater repair,Where Experts Fix Your Problems,http://breedlove.myhvacshop.com/services/,8-5 monday - saturday,(209) 983-5271,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-7.png,,37.906203,-121.297137,,,
1653,Breeze Air Systems,633 Market St,,Stockton,CA,95202,,heater repair,When You Need an Expert,http://breeze.myhvacshop.com/services/,8-5 monday - saturday,(209) 460-0777,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-8.png,,37.9530604,-121.2822097,,,
1654,"Breeze Air Conditioning, Inc.",75-145 St. Charles Place,,Palm Desert,CA,92211,,heater repair,SOS Service and Installation,http://breezeair.myhvacshop.com/services/,8-5 monday - saturday,(760) 346-0855,,http://www.myhvacshop.com/wp-content/uploads/2012/12/FurnaceRepair1.png,,33.7453328,-116.3532654,,,
1655,"Brenick Mechanical, Inc",1040 W Kettleman Ln 1B - 142,,Lodi,CA,95240,,heater repair,Specializing in Your Comfort Since 1968,http://brenic.myhvacshop.com/services/,8-5 monday - saturday,(209) 334-1960,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-1.png,,38.114263,-121.285282,,,
1658,Brewers A/C and Htg,1417 Sorrel Street,,Simi Valley,CA,93065,,heater repair,"Your 911 For Plumbing, Heating & A/C",http://brewerpet.myhvacshop.com/services/,8-5 monday - saturday,(805) 304-1486,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-2.png,,34.26776,-118.772431,,,
1663,Brian's Heating and Cooling,16911 Hill Drive,,Madera,CA,93638,,heater repair,One Call Gets it All Expert Quality Service,http://brianswahlen.myhvacshop.com/services/,8-5 monday - saturday,(559) 675-1681,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-1.png,,36.994951,-120.075114,,,
1664,Brock's Mechanical Service,39120 Argonaut Way # 434,,Fremont,CA,94538,,heater repair,Remarkable Service. Remarkable Craftstmen,http://brocks.myhvacshop.com/services/,8-5 monday - saturday,(510) 410-1464,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-2.png,,37.5445777,-121.9891906,,,
1665,Brody-Pennell Htg and A/C,2718 S. Robertson Blvd,,Los Angeles,CA,90034,,heater repair,"Your 911 For Plumbing, Heating & A/C",http://brody.myhvacshop.com/services/,8-5 monday - saturday,(310) 836-0606,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-3.png,,34.0367712,-118.3886643,,,
1666,"Brower Mechanical, Inc.",4060 Alvis Court,,Rocklin,CA,95677,,heater repair,Most Respected Name in the Region,http://brower.myhvacshop.com/services/,8-5 monday - saturday,(916) 624-0808,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-4.png,,38.808745,-121.215074,,,
1667,Brownie's Refrig. Service,9141 Somerset Blvd,,Bellflower,CA,90706,,heater repair,When You Need it Fast and You Need it Expert,http://browni.myhvacshop.com/services/,8-5 monday - saturday,(562) 866-6100,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-5.png,,33.8966831,-118.1393037,,,
1668,Brownson Technical School,1110 Technology Circle Ste D,,Anaheim,CA,92805,,heater repair,Our comfort depends on your comfort,http://browns.myhvacshop.com/services/,8-5 monday - saturday,(714) 774-9443,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-6.png,,33.819073,-117.90588,,,
1669,Brrr-O-Metric A/C,10340 Canoga Ave #238,,Chatsworth,CA,91311,,heater repair,Don't Delay Call Today,http://brrromet.myhvacshop.com/services/,8-5 monday - saturday,(818) 700-1082,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-7.png,,34.258662,-118.596926,,,
1670,Bryan Refrigeration and Air Conditioning,8912 Bainford Drive,,Huntington Beach,CA,92646,,heater repair,Your Comfort is Our Specialty,http://bryan.myhvacshop.com/services/,8-5 monday - saturday,(714) 821-8059,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-8.png,,33.665231,-117.972305,,,
1671,Budget Air cond and Htg,1249 S. Diamond Bar Blvd #239,,Diamond Bar,CA,91765,,heater repair,Where Experts Fix Your Problems,http://budair.myhvacshop.com/services/,8-5 monday - saturday,(909) 860-9537,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-1.png,,33.9998209,-117.8129358,,,
1672,Budget Air Conditioning,221 Via Elegante Dr,,Bakersfield,CA,93312,,heater repair,When You Need an Expert,http://budget.myhvacshop.com/services/,8-5 monday - saturday,(661) 747-5729,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-2.png,,35.3584835,-119.1657678,,,
1673,Buffalo's Facilities Grou,580 E Weddell Dr ste 1,,Sunnyvale,CA,94089,,heater repair,SOS Service and Installation,http://buffao.myhvacshop.com/services/,8-5 monday - saturday,(408) 734-1800,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-3.png,,37.3988213,-122.0128037,,,
1674,Furnace Man,629 Wilson Avenue,,Novato,CA,94947,,heater repair,Specializing in Your Comfort Since 1968,http://burchetts.myhvacshop.com/services/,8-5 monday - saturday,(415) 883-7070,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-4.png,,38.10223,-122.598302,,,
1675,Bures HVAC,17939 CHATSWORTH STREET #415,,Granada Hills,CA,91344,,heater repair,"Your 911 For Plumbing, Heating & A/C",http://bures.myhvacshop.com/services/,8-5 monday - saturday,(818) 340-0363,,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-5.png,,34.2647134,-118.5256892,,,
